index,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,New or Used Vehicle,Sale Date,Transaction Type,Transaction Date,Year,County,City,Postal Code
27029,WA1E2AFY3L,100471339,2020,AUDI,Q5 e,New,February 08 2020,Original Title,March 06 2020,2020,King,SEATTLE,98144.0
27041,5YJXCBE41G,226085744,2016,TESLA,Model X,New,March 28 2016,Original Registration,April 13 2016,2016,Kitsap,SILVERDALE,98383.0
27054,1G1FZ6S09N,205803818,2022,CHEVROLET,Bolt EUV,New,May 20 2022,Original Title,June 10 2022,2022,Kitsap,SILVERDALE,98383.0
27069,WVGDMPE26M,152371348,2021,VOLKSWAGEN,ID.4,New,,Original Registration,May 12 2021,2021,King,BELLEVUE,98004.0
27127,5YJSA1E25J,474330188,2018,TESLA,Model S,New,,Original Registration,September 28 2018,2018,King,ISSAQUAH,98029.0
27133,1N4BZ1CP8L,116858465,2020,NISSAN,Leaf,New,August 07 2020,Original Title,September 08 2020,2020,King,RENTON,98056.0
27148,KMHM24AC2R,269968240,2024,HYUNDAI,Ioniq 6,New,July 26 2024,Original Title,August 09 2024,2024,King,RENTON,98056.0
27155,JN1DF0CD8R,270167502,2024,NISSAN,ARIYA,New,,Original Registration,August 16 2024,2024,King,BURIEN,98166.0
27168,5YJYGDEF8M,161720408,2021,TESLA,Model Y,New,,Original Registration,July 02 2021,2021,King,SAMMAMISH,98075.0
27188,JHMZC5F1XJ,215504810,2018,HONDA,Clarity,New,,Original Registration,May 07 2018,2018,Thurston,YELM,98597.0
27195,2C4RC1H73J,320854852,2018,CHRYSLER,Pacifica,New,July 28 2019,Original Title,September 04 2019,2019,Kitsap,BAINBRIDGE ISLAND,98110.0
27208,5YJ3E1EA8K,478117601,2019,TESLA,Model 3,New,January 06 2020,Original Title,January 24 2020,2020,King,KIRKLAND,98033.0
27216,3FA6P0SU6D,125375449,2013,FORD,Fusion,New,June 19 2013,Original Registration,July 09 2013,2013,King,KIRKLAND,98033.0
27249,YV4ED3UR2M,153750691,2021,VOLVO,XC40,New,,Original Registration,June 30 2021,2021,King,SEATTLE,98112.0
27263,1G1FX6S04H,208932559,2017,CHEVROLET,Bolt EV,New,,Original Registration,January 08 2018,2018,Thurston,OLYMPIA,98502.0
27270,YV4H60CX1P,218419736,2023,VOLVO,XC90,New,,Original Registration,October 31 2022,2022,King,SEATTLE,98122.0
27306,KNDJP3AE4G,131777124,2016,KIA,Soul,New,October 21 2016,Original Registration,November 18 2016,2016,King,SEATTLE,98117.0
27310,3FA6P0PU8H,262394499,2017,FORD,Fusion,New,August 30 2017,Original Title,September 05 2017,2017,Clark,VANCOUVER,98686.0
27311,W1Y4VCHY9R,269802753,2024,MERCEDES-BENZ,eSprinter,New,,Original Registration,September 19 2024,2024,King,SHORELINE,98155.0
27315,WBY83FB02R,270012550,2024,BMW,i4,New,August 06 2024,Original Title,August 07 2024,2024,Clark,CAMAS,98607.0
27316,WBY43AW00P,238901890,2023,BMW,i4,New,May 10 2023,Original Title,May 15 2023,2023,Clark,CAMAS,98607.0
27319,WBY1Z4C56F,270406776,2015,BMW,i3,New,,Original Title,January 05 2016,2016,Clark,CAMAS,98607.0
27321,1C4RJYB6XP,261956901,2023,JEEP,Grand Cherokee,New,January 27 2024,Original Title,February 09 2024,2024,Clark,BATTLE GROUND,98604.0
27335,5YJSA1E59R,265036061,2024,TESLA,Model S,New,April 12 2024,Original Title,May 07 2024,2024,King,SEATTLE,98112.0
27347,1G1RC6S56H,183919081,2017,CHEVROLET,Volt,New,,Original Registration,March 07 2017,2017,Clark,VANCOUVER,98664.0
27363,KNDRJDLH7N,205919339,2022,KIA,Sorento,New,June 15 2022,Original Title,June 29 2022,2022,Thurston,LACEY,98503.0
27381,KM8K33AG9N,200552523,2022,HYUNDAI,Kona Electric,New,,Original Registration,May 02 2022,2022,King,BURIEN,98166.0
27422,JTMAB3FV2N,207710765,2022,TOYOTA,RAV4 Prime,New,May 20 2022,Original Title,June 15 2022,2022,King,KENMORE,98028.0
27446,7SAYGDED7P,260458796,2023,TESLA,Model Y,New,,Original Registration,January 11 2024,2024,King,BELLEVUE,98006.0
27447,3GN7DLRPXR,271582657,2024,CHEVROLET,Equinox EV,New,,Original Registration,September 24 2024,2024,King,TUKWILA,98168.0
27496,WA1F2AFY2L,101918491,2020,AUDI,Q5 e,New,February 15 2020,Original Title,March 19 2020,2020,King,SEATTLE,98107.0
27505,5YJSA1E43H,178069979,2017,TESLA,Model S,New,,Original Registration,June 13 2017,2017,King,SEATTLE,98116.0
27536,1C4RJYB64N,228531691,2022,JEEP,Grand Cherokee,New,,Original Registration,January 23 2023,2023,King,SEATTLE,98177.0
27587,WA1LAAGE2P,230890152,2023,AUDI,e-tron,New,,Original Registration,February 28 2023,2023,King,NEWCASTLE,98059.0
27598,KNDCC3LG7K,3285747,2019,KIA,Niro,New,,Original Registration,January 10 2020,2020,King,WOODINVILLE,98072.0
27605,JTMEB3FV8R,262672581,2024,TOYOTA,RAV4 Prime,New,,Original Registration,March 19 2024,2024,King,SEATTLE,98125.0
27615,1FADP3R43D,210630290,2013,FORD,Focus,New,September 22 2013,Original Title,October 14 2013,2013,Snohomish,LAKE STEVENS,98258.0
27632,7SAXCBE58R,265041703,2024,TESLA,Model X,New,March 16 2024,Original Title,April 05 2024,2024,King,NEWCASTLE,98059.0
27635,WBY33AW00P,233851915,2023,BMW,i4,New,,Original Registration,April 10 2023,2023,King,SEATTLE,98133.0
27648,W1N9M0KB9P,264710631,2023,MERCEDES-BENZ,EQB-Class,New,March 29 2024,Original Title,April 10 2024,2024,King,BELLEVUE,98006.0
27657,KNDAFFS5XR,260240648,2024,KIA,EV9,New,,Original Registration,January 03 2024,2024,King,SHORELINE,98177.0
27662,5YJXCBE29H,112407592,2017,TESLA,Model X,New,,Original Registration,July 27 2017,2017,King,BURIEN,98166.0
27667,7SAXCAE53N,216921757,2022,TESLA,Model X,New,,Original Registration,October 11 2022,2022,King,KIRKLAND,98034.0
27669,5YJXCDE22L,124694251,2020,TESLA,Model X,New,September 28 2020,Original Title,November 02 2020,2020,King,KIRKLAND,98034.0
27680,5YJXCAE28J,170255599,2018,TESLA,Model X,New,,Original Registration,April 03 2018,2018,King,BELLEVUE,98004.0
27704,JTMAB3FV5N,208341563,2022,TOYOTA,RAV4 Prime,New,June 30 2022,Original Title,July 25 2022,2022,Clark,VANCOUVER,98684.0
27710,1N4AZ0CP8E,132638236,2014,NISSAN,Leaf,New,July 18 2014,Original Registration,August 07 2014,2014,King,NEWCASTLE,98056.0
27749,5LMYJ9YY5N,209926993,2022,LINCOLN,Aviator,New,,Original Registration,August 18 2022,2022,King,KIRKLAND,98034.0
27751,YV4BR0DL0J,241036617,2018,VOLVO,XC60,New,February 03 2018,Original Title,March 13 2018,2018,King,KIRKLAND,98034.0
27756,JTMAB3FV7M,185371686,2021,TOYOTA,RAV4 Prime,New,,Original Registration,December 10 2021,2021,Clark,VANCOUVER,98682.0
27774,YV4ED3GB4N,198481909,2022,VOLVO,C40,New,April 08 2022,Original Title,May 25 2022,2022,King,KIRKLAND,98033.0
27822,1G1FW6S05N,265701649,2022,CHEVROLET,Bolt EV,New,May 04 2024,Original Title,May 15 2024,2024,Clark,VANCOUVER,98686.0
27840,KM8K23AG2M,149005461,2021,HYUNDAI,Kona Electric,New,March 16 2021,Original Title,April 05 2021,2021,Clark,VANCOUVER,98686.0
27842,5YJXCBE27J,347691956,2018,TESLA,Model X,New,December 13 2018,Original Title,January 17 2019,2019,King,KIRKLAND,98033.0
27850,7PDSGABA9R,264604987,2024,RIVIAN,R1S,New,,Original Registration,March 22 2024,2024,King,SEATTLE,98178.0
27851,KNDCM3LD7K,199384790,2019,KIA,Niro,New,,Original Registration,January 16 2019,2019,King,SEATTLE,98178.0
27861,WP0AA2Y1XM,171045668,2021,PORSCHE,Taycan,New,July 29 2021,Original Title,August 17 2021,2021,King,KIRKLAND,98033.0
27917,JM3KKEHA6R,241533876,2024,MAZDA,CX-90,New,May 23 2023,Original Title,May 24 2023,2023,Snohomish,EVERETT,98204.0
27931,7SAXCDE57R,267842305,2024,TESLA,Model X,New,May 31 2024,Original Title,July 09 2024,2024,King,NEWCASTLE,98056.0
27952,YV4BR0CK5M,144500464,2021,VOLVO,XC90,New,December 23 2020,Original Title,February 08 2021,2021,Kitsap,BAINBRIDGE ISLAND,98110.0
27989,WB523CF0XN,206906934,2022,BMW,iX,New,,Original Registration,July 06 2022,2022,King,SAMMAMISH,98074.0
27993,WP0AD2Y15N,219727455,2022,PORSCHE,Taycan,New,September 20 2022,Original Title,October 26 2022,2022,King,SAMMAMISH,98074.0
27997,1C4RJXU61R,266654755,2024,JEEP,Wrangler,New,March 22 2024,Original Title,April 16 2024,2024,King,SAMMAMISH,98074.0
28008,JA4T5VA96P,267994618,2023,MITSUBISHI,Outlander,New,July 02 2024,Original Title,August 01 2024,2024,Snohomish,LAKE STEVENS,98258.0
28011,WB523CF04N,196451363,2022,BMW,iX,New,,Original Registration,April 05 2022,2022,King,BELLEVUE,98005.0
28020,1FADP3R49D,233411818,2013,FORD,Focus,New,March 15 2013,Original Registration,April 01 2013,2013,Snohomish,SNOHOMISH,98290.0
28025,JN1CF0BBXR,267559561,2024,NISSAN,ARIYA,New,,Original Registration,July 11 2024,2024,King,SAMMAMISH,98075.0
28039,JTDACACU6P,245511458,2023,TOYOTA,Prius Prime,New,June 17 2023,Original Title,July 06 2023,2023,King,SEATTLE,98122.0
28054,5YJXCDE4XK,219572643,2019,TESLA,Model X,New,September 10 2019,Original Title,September 27 2019,2019,King,SEATTLE,98122.0
28063,5YJSA1H13E,141735261,2014,TESLA,Model S,New,October 11 2014,Original Title,November 04 2014,2014,King,SEATTLE,98144.0
28067,5YJSA1E26H,168490528,2017,TESLA,Model S,New,,Original Registration,July 07 2017,2017,King,SEATTLE,98144.0
28091,3FMTK3SU4P,257933357,2023,FORD,Mustang Mach-E,New,November 06 2023,Original Title,December 06 2023,2023,King,SEATTLE,98107.0
28100,5YJSA1E54M,181367504,2021,TESLA,Model S,New,,Original Registration,November 30 2021,2021,King,SEATTLE,98125.0
28106,JTMCB3FV9M,186054767,2021,TOYOTA,RAV4 Prime,New,,Original Registration,January 04 2022,2022,King,SEATTLE,98125.0
28116,WA1AAAGE2N,187137310,2022,AUDI,e-tron,New,January 18 2022,Original Title,February 18 2022,2022,King,SEATTLE,98125.0
28141,5YJSA1E10H,227222376,2017,TESLA,Model S,New,December 31 2016,Original Title,February 23 2017,2017,Snohomish,WOODWAY,98020.0
28143,5UXTA6C00N,192425838,2022,BMW,X5,New,January 30 2022,Original Title,February 09 2022,2022,Yakima,YAKIMA,98908.0
28146,JTMAB3FV9R,268730283,2024,TOYOTA,RAV4 Prime,New,,Original Registration,May 15 2024,2024,Clark,VANCOUVER,98685.0
28149,1C4JJXP69M,157492674,2021,JEEP,Wrangler,New,,Original Registration,June 25 2021,2021,King,SEATTLE,98125.0
28153,KNDCE3LG8L,170405693,2020,KIA,Niro,New,July 18 2021,Original Title,August 18 2021,2021,Kitsap,SILVERDALE,98383.0
28158,1GYKPVRL6R,272001838,2024,CADILLAC,Lyriq,New,July 17 2024,Original Title,August 12 2024,2024,Clark,VANCOUVER,98684.0
28171,KNDCC3LGXK,229907310,2019,KIA,Niro,New,,Original Registration,June 12 2019,2019,Clark,VANCOUVER,98664.0
28204,4JGDM4EB8P,262782061,2023,MERCEDES-BENZ,EQS-Class SUV,New,February 29 2024,Original Title,May 30 2024,2024,King,BELLEVUE,98006.0
28205,JTMAB3FV6P,234998298,2023,TOYOTA,RAV4 Prime,New,,Original Registration,March 02 2023,2023,King,NEWCASTLE,98056.0
28239,KM8K33AG8P,221318828,2023,HYUNDAI,Kona Electric,New,,Original Registration,November 02 2022,2022,Clark,VANCOUVER,98682.0
28240,5YJYGDED2M,144749531,2021,TESLA,Model Y,New,February 20 2021,Original Title,March 12 2021,2021,King,KIRKLAND,98033.0
28253,KM8K33AG5P,258748920,2023,HYUNDAI,Kona Electric,New,,Original Registration,November 20 2023,2023,King,KENT,98031.0
28258,1V25MPE82R,269951146,2024,VOLKSWAGEN,ID.4,New,,Original Registration,August 26 2024,2024,Clark,VANCOUVER,98685.0
28324,3GPKHXRJ4R,270053017,2024,HONDA,Prologue,New,August 31 2024,Original Title,September 30 2024,2024,King,TUKWILA,98178.0
28334,WMW13DJ02P,220651602,2023,MINI,Hardtop,New,August 19 2022,Original Title,October 10 2022,2022,Clark,VANCOUVER,98664.0
28341,WVGGNPE25N,233676950,2022,VOLKSWAGEN,ID.4,New,March 05 2023,Original Title,March 28 2023,2023,King,REDMOND,98052.0
28348,1G1RB6S5XH,135379758,2017,CHEVROLET,Volt,New,May 16 2017,Original Title,June 05 2017,2017,King,REDMOND,98052.0
28350,1C4RJXP62R,260489946,2024,JEEP,Wrangler,New,January 06 2024,Original Title,January 19 2024,2024,King,REDMOND,98052.0
28352,JTJKKCFZ6R,265177104,2024,LEXUS,NX,New,April 26 2024,Original Title,May 22 2024,2024,King,REDMOND,98052.0
28386,YV4BR0DM3M,176274402,2021,VOLVO,XC60,New,August 19 2021,Original Title,August 30 2021,2021,Clark,VANCOUVER,98664.0
28400,KNDC4DLC8N,193208004,2022,KIA,EV6,New,February 10 2022,Original Title,March 01 2022,2022,King,RENTON,98055.0
28405,3FA6P0SU0H,349945921,2017,FORD,Fusion,New,October 18 2017,Original Title,November 14 2017,2017,King,RENTON,98055.0
28424,KNDCC3LD8K,9840666,2019,KIA,Niro,New,February 02 2020,Original Title,February 14 2020,2020,Clark,VANCOUVER,98662.0
28436,1G1FY6S00L,101515984,2020,CHEVROLET,Bolt EV,New,January 28 2020,Original Title,February 20 2020,2020,King,KIRKLAND,98033.0
28545,JA4J24A56J,230858876,2018,MITSUBISHI,Outlander,New,,Original Registration,February 14 2018,2018,King,BELLEVUE,98004.0
28603,1FADP5CU9F,103618133,2015,FORD,C-Max,New,May 25 2015,Original Registration,June 05 2015,2015,King,SEATTLE,98133.0
28625,KNDCC3LD7K,148289158,2019,KIA,Niro,New,,Original Registration,April 13 2021,2021,King,SEATTLE,98177.0
28635,5YJSA1E23K,214730932,2019,TESLA,Model S,New,,Original Registration,September 13 2019,2019,King,KIRKLAND,98034.0
28650,5YJ3E1EA9K,442018762,2019,TESLA,Model 3,New,March 28 2019,Original Title,April 18 2019,2019,King,KIRKLAND,98033.0
28662,7SAXCAE54R,269432012,2024,TESLA,Model X,New,,Original Registration,July 19 2024,2024,King,KENT,98031.0
28671,WA1AAAGE4N,213727440,2022,AUDI,e-tron,New,August 11 2022,Original Title,September 13 2022,2022,King,SEATTLE,98112.0
28680,KNDCC3LG6K,121668956,2019,KIA,Niro,New,,Original Registration,July 26 2019,2019,King,REDMOND,98052.0
28776,WVGKMPE2XM,193706607,2021,VOLKSWAGEN,ID.4,New,,Original Registration,April 04 2022,2022,Kitsap,BAINBRIDGE ISLAND,98110.0
28780,5YJSA1E45K,249931048,2019,TESLA,Model S,New,,Original Registration,October 25 2019,2019,King,KIRKLAND,98034.0
28790,5YJ3E1EA9H,176452300,2017,TESLA,Model 3,New,January 08 2018,Original Title,January 17 2018,2018,King,KIRKLAND,98034.0
28791,KNDJX3AE6H,150194131,2017,KIA,Soul EV,New,,Original Registration,October 19 2017,2017,King,KIRKLAND,98034.0
28819,WA1E2AFY8R,265909227,2024,AUDI,Q5 e,New,April 22 2024,Original Title,May 13 2024,2024,King,REDMOND,98052.0
28854,JTMAB3FV1N,216537625,2022,TOYOTA,RAV4 Prime,New,September 06 2022,Original Title,September 26 2022,2022,Clark,VANCOUVER,98682.0
28867,KNDJP3AE3G,128415010,2016,KIA,Soul,New,November 19 2016,Original Title,December 07 2016,2016,King,KENT,98031.0
28873,1N4BZ1DP4L,131593367,2020,NISSAN,Leaf,New,October 24 2020,Original Title,November 09 2020,2020,King,KENT,98030.0
28878,1N4AZ1BV5P,220995421,2023,NISSAN,Leaf,New,October 25 2022,Original Title,November 14 2022,2022,King,BURIEN,98168.0
28883,YV4H60CE8R,265927791,2024,VOLVO,XC90,New,,Original Registration,May 22 2024,2024,King,KIRKLAND,98034.0
28887,1G1FY6S05P,259067224,2023,CHEVROLET,Bolt EUV,New,October 25 2023,Original Title,November 14 2023,2023,King,RENTON,98055.0
28890,WMWXP3C07M,148532324,2021,MINI,Hardtop,New,March 13 2021,Original Title,April 05 2021,2021,King,RENTON,98055.0
28892,KM8HC3A64R,260548095,2024,HYUNDAI,Kona Electric,New,January 30 2024,Original Title,February 05 2024,2024,King,KENT,98031.0
28898,KNDRMDLH9N,182334575,2022,KIA,Sorento,New,,Original Registration,October 27 2021,2021,Clark,VANCOUVER,98664.0
28908,5YJYGDEEXL,121781950,2020,TESLA,Model Y,New,August 27 2020,Original Title,September 17 2020,2020,Snohomish,EVERETT,98208.0
28932,2C4RC1S79N,189998441,2022,CHRYSLER,Pacifica,New,,Original Registration,February 07 2022,2022,Kitsap,BAINBRIDGE ISLAND,98110.0
28942,YV4ED3GM8P,228128414,2023,VOLVO,C40,New,January 10 2023,Original Title,January 25 2023,2023,King,SEATTLE,98177.0
28945,YV4H600N4P,238554172,2023,VOLVO,XC90,New,April 22 2023,Original Title,May 15 2023,2023,King,SEATTLE,98177.0
29012,WVGUNPE25M,199492639,2021,VOLKSWAGEN,ID.4,New,April 13 2022,Original Title,May 03 2022,2022,Clark,VANCOUVER,98664.0
29022,3FMTK3SS2P,236586577,2023,FORD,Mustang Mach-E,New,April 22 2023,Original Title,May 15 2023,2023,King,KIRKLAND,98033.0
29034,WBY43AW0XR,262876127,2024,BMW,i4,New,,Original Registration,May 09 2024,2024,King,BELLEVUE,98006.0
29064,1N4AZ1CV7M,151111103,2021,NISSAN,Leaf,New,April 21 2021,Original Title,May 05 2021,2021,King,KIRKLAND,98034.0
29069,1N4AZ0CP2E,121695045,2014,NISSAN,Leaf,New,May 30 2014,Original Title,June 23 2014,2014,King,KIRKLAND,98034.0
29082,YV4H60DL3R,265635128,2024,VOLVO,XC60,New,January 26 2024,Original Title,February 27 2024,2024,Clark,BATTLE GROUND,98604.0
29095,JTDKN3DP8D,172177435,2013,TOYOTA,Prius Plug-in,New,September 25 2013,Original Registration,October 24 2013,2013,King,SEATTLE,98112.0
29097,5YJSA1E28K,335552724,2019,TESLA,Model S,New,,Original Registration,October 25 2019,2019,King,SAMMAMISH,98074.0
29126,7PDSGABL9P,252995641,2023,RIVIAN,R1S,New,July 08 2023,Original Title,August 09 2023,2023,Clark,CAMAS,98607.0
29131,KNDCC3LG8N,201947973,2022,KIA,Niro,New,June 24 2022,Original Title,August 02 2022,2022,Kitsap,BREMERTON,98310.0
29139,1FTVW1EV2P,245864223,2023,FORD,F-150,New,,Original Registration,August 15 2023,2023,King,SEATAC,98198.0
29245,1GC10VELXR,267091947,2024,CHEVROLET,Silverado EV,New,April 19 2024,Original Title,June 27 2024,2024,King,BURIEN,98146.0
29249,7JRH60FW9P,223880744,2023,VOLVO,S60,New,,Original Registration,December 02 2022,2022,King,KIRKLAND,98033.0
29252,YV4H60CE3R,254681584,2024,VOLVO,XC90,New,September 18 2023,Original Title,October 03 2023,2023,King,KIRKLAND,98033.0
29253,YV4BR0CKXK,247492654,2019,VOLVO,XC90,New,,Original Registration,September 19 2018,2018,King,KIRKLAND,98033.0
29262,YV4BR0DM1K,133665388,2019,VOLVO,XC60,New,,Original Registration,September 19 2019,2019,King,KIRKLAND,98033.0
29266,JTMFB3FV1M,138123205,2021,TOYOTA,RAV4 Prime,New,,Original Registration,December 22 2020,2020,King,KIRKLAND,98033.0
29272,WA1VABGE4K,100707519,2019,AUDI,e-tron,New,February 08 2020,Original Title,March 10 2020,2020,King,KIRKLAND,98033.0
29276,5YJXCBE20K,8245009,2019,TESLA,Model X,New,,Original Registration,May 16 2019,2019,King,RENTON,98055.0
29285,5UXTA6C03M,171547435,2021,BMW,X5,New,,Original Registration,August 18 2021,2021,Kitsap,BAINBRIDGE ISLAND,98110.0
29286,WBY73AW08P,227370853,2023,BMW,i4,New,January 10 2023,Original Title,February 08 2023,2023,Kitsap,BAINBRIDGE ISLAND,98110.0
29331,1G1FZ6S08K,475343179,2019,CHEVROLET,Bolt EV,New,October 29 2018,Original Title,November 21 2018,2018,King,SEATTLE,98125.0
29339,1G1FW6S03H,206680085,2017,CHEVROLET,Bolt EV,New,,Original Registration,February 04 2017,2017,Clark,VANCOUVER,98685.0
29378,1V2WNPE8XP,245646488,2023,VOLKSWAGEN,ID.4,New,,Original Registration,July 27 2023,2023,King,SEATTLE,98146.0
29384,YV4BR0CZ8N,194514064,2022,VOLVO,XC90,New,,Original Registration,April 12 2022,2022,King,KIRKLAND,98033.0
29400,7SAYGDEF9R,264531179,2024,TESLA,Model Y,New,,Original Registration,April 04 2024,2024,King,KIRKLAND,98033.0
29406,5UXTA6C05P,225820059,2023,BMW,X5,New,November 23 2022,Original Title,December 22 2022,2022,King,KIRKLAND,98033.0
29415,5YJSA1E13G,210564595,2016,TESLA,Model S,New,October 14 2016,Original Title,October 26 2016,2016,King,REDMOND,98052.0
29438,KNDJX3AE9H,348082654,2017,KIA,Soul EV,New,February 25 2018,Original Title,March 20 2018,2018,King,SEATTLE,98125.0
29445,5YJXCDE23L,4625554,2020,TESLA,Model X,New,February 11 2020,Original Title,March 03 2020,2020,King,SEATTLE,98125.0
29486,1G1RD6E47B,140033211,2011,CHEVROLET,Volt,New,,Original Title,March 12 2012,2012,Thurston,TENINO,98589.0
29492,5YJXCAE42K,8933242,2019,TESLA,Model X,New,December 31 2019,Original Title,January 28 2020,2020,Thurston,TENINO,98589.0
29505,1G1FZ6S07P,227302603,2023,CHEVROLET,Bolt EUV,New,December 17 2022,Original Title,December 28 2022,2022,King,SHORELINE,98155.0
29509,JTMEB3FV1P,257014621,2023,TOYOTA,RAV4 Prime,New,September 08 2023,Original Title,September 18 2023,2023,Clark,CAMAS,98607.0
29512,YV4H60DP9P,236538578,2023,VOLVO,XC60,New,,Original Registration,April 20 2023,2023,King,SEATTLE,98107.0
29514,WMZ23BS05P,251350886,2023,MINI,Countryman,New,,Original Registration,August 15 2023,2023,King,SEATTLE,98107.0
29521,7FCTGAAL0N,228641955,2022,RIVIAN,R1T,New,,Original Registration,January 12 2023,2023,Snohomish,EDMONDS,98020.0
29568,1FTBW1YK3P,268492997,2023,FORD,Transit,New,June 10 2024,Original Title,July 10 2024,2024,King,SEATTLE,98144.0
29587,5YJSA1E59M,183082966,2021,TESLA,Model S,New,November 12 2021,Original Title,December 10 2021,2021,King,REDMOND,98052.0
29605,3GNKDCRJ4R,266714507,2024,CHEVROLET,Blazer EV,New,,Original Registration,May 01 2024,2024,King,KIRKLAND,98033.0
29608,JN1BF0BA5P,261537412,2023,NISSAN,ARIYA,New,,Original Registration,February 08 2024,2024,King,SEATTLE,98125.0
29609,1FAHP3R46C,184304438,2012,FORD,Focus,New,December 10 2012,Original Title,December 19 2012,2012,Kitsap,BAINBRIDGE ISLAND,98110.0
29611,1N4AZ1CV5N,182387229,2022,NISSAN,Leaf,New,November 06 2021,Original Title,November 22 2021,2021,Clark,VANCOUVER,98686.0
29612,JHMZC5F38K,2523559,2019,HONDA,Clarity,New,November 19 2019,Original Title,December 26 2019,2019,King,KENT,98031.0
29669,5YJSA1CP3D,136114933,2013,TESLA,Model S,New,February 22 2013,Original Title,March 06 2013,2013,King,KIRKLAND,98034.0
29681,JN1AF0BA6R,271928471,2024,NISSAN,ARIYA,New,,Original Registration,August 30 2024,2024,King,RENTON,98055.0
29682,KNDPYDAH6P,244126312,2023,KIA,Sportage,New,May 27 2023,Original Title,June 12 2023,2023,King,KENT,98031.0
29704,7G2CEHED2R,266884453,2024,TESLA,Cybertruck,New,May 10 2024,Original Title,June 07 2024,2024,King,KIRKLAND,98034.0
29729,1C4RJXP61R,261854638,2024,JEEP,Wrangler,New,March 02 2024,Original Title,March 20 2024,2024,King,BOTHELL,98011.0
29749,WBAJB1C58J,447189144,2018,BMW,530e,New,,Original Registration,January 17 2019,2019,King,KIRKLAND,98034.0
29765,YV4ED3GL2P,225800543,2023,VOLVO,C40,New,,Original Registration,December 30 2022,2022,Thurston,OLYMPIA,98501.0
29776,1N4BZ1DP1L,142917904,2020,NISSAN,Leaf,New,January 31 2021,Original Title,February 11 2021,2021,Kitsap,SILVERDALE,98383.0
29807,KM8K23AG1M,147817029,2021,HYUNDAI,Kona Electric,New,March 01 2021,Original Title,April 09 2021,2021,Kitsap,BREMERTON,98311.0
29812,1C4JJXN63P,238123021,2023,JEEP,Wrangler,New,,Original Registration,May 05 2023,2023,Kitsap,BREMERTON,98311.0
29817,YV4ED3UBXN,196022620,2022,VOLVO,XC40,New,,Original Registration,April 07 2022,2022,King,SEATTLE,98146.0
29822,5YJSA1E43J,474586080,2018,TESLA,Model S,New,,Original Registration,October 05 2018,2018,King,NORTH BEND,98045.0
29833,KM8KRDAF0P,229691108,2023,HYUNDAI,Ioniq 5,New,,Original Registration,January 18 2023,2023,King,RENTON,98055.0
29834,JTDACACU0R,275533919,2024,TOYOTA,Prius Prime,New,September 06 2024,Original Title,September 16 2024,2024,King,KENT,98031.0
29840,1G1RA6S5XJ,273258408,2018,CHEVROLET,Volt,New,February 16 2018,Original Title,March 02 2018,2018,Clark,VANCOUVER,98682.0
29844,WA1E2AFY4L,104505152,2020,AUDI,Q5 e,New,,Original Registration,April 09 2020,2020,Thurston,OLYMPIA,98512.0
29985,5YJXCAE22H,114388263,2017,TESLA,Model X,New,November 29 2017,Original Title,December 08 2017,2017,King,BURIEN,98168.0
29992,1C4JJXR65P,240445201,2023,JEEP,Wrangler,New,,Original Registration,June 09 2023,2023,Snohomish,EVERETT,98208.0
29995,YV4H60DL7N,201932615,2022,VOLVO,XC60,New,,Original Registration,June 07 2022,2022,King,SEATTLE,98146.0
30000,YV4BR0DL2M,144503138,2021,VOLVO,XC60,New,,Original Registration,March 29 2021,2021,King,AUBURN,98092.0
30024,3GNKDBRJ3R,269833637,2024,CHEVROLET,Blazer EV,New,,Original Registration,September 19 2024,2024,King,BELLEVUE,98006.0
30025,1N4CZ1CV1R,269965909,2024,NISSAN,Leaf,New,,Original Registration,September 13 2024,2024,King,KENT,98030.0
30036,1N4BZ0CP5H,168696832,2017,NISSAN,Leaf,New,June 04 2017,Original Title,July 06 2017,2017,King,KIRKLAND,98034.0
30113,YV4BR00LXM,176526010,2021,VOLVO,XC90,New,August 19 2021,Original Title,August 26 2021,2021,King,KIRKLAND,98033.0
30146,YV4ED3UB5N,186771714,2022,VOLVO,XC40,New,December 27 2021,Original Title,January 07 2022,2022,Clark,VANCOUVER,98685.0
30151,4JGGM1CB4R,267302276,2024,MERCEDES-BENZ,EQE-Class SUV,New,May 18 2024,Original Title,June 13 2024,2024,King,KIRKLAND,98033.0
30161,1G1FY6S07N,206988323,2022,CHEVROLET,Bolt EUV,New,June 16 2022,Original Title,July 12 2022,2022,King,BOTHELL,98011.0
30166,5YJXCBE26H,247548766,2017,TESLA,Model X,New,,Original Registration,July 19 2017,2017,Snohomish,MUKILTEO,98275.0
30213,KM8S6DA24P,262730373,2023,HYUNDAI,Santa Fe,New,March 04 2024,Original Title,March 26 2024,2024,King,SEATTLE,98146.0
30220,WAUTPBFF4G,205653885,2016,AUDI,A3,New,July 31 2016,Original Registration,August 25 2016,2016,King,SEATTLE,98125.0
30236,WA1ACBGEXN,216882473,2022,AUDI,e-tron,New,,Original Registration,October 06 2022,2022,King,BOTHELL,98011.0
30238,JTMEB3FV7R,267467707,2024,TOYOTA,RAV4 Prime,New,,Original Registration,June 18 2024,2024,King,BOTHELL,98011.0
30250,JTMABACA9P,238852582,2023,TOYOTA,bZ4X,New,,Original Registration,May 26 2023,2023,King,BELLEVUE,98004.0
